word	length	is_adjective	is_noun	is_other	wn_adj	wn_noun	ref_adj	ref_noun	source_set	is_corroborated	biology_obscure	drop_reason	metaphone_code	quality_tier	playfulness_score	concreteness_score	pool	g_rank	primary_score	outcome	dedup_collision_with
unspilt	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		UNSPLT	2	0	0	adj	999999	0	overflow_adj	
unspun	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		UNSPN	2	0	0	adj	999999	0	overflow_adj	
unstack	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		UNSTK	2	0	0	adj	999999	0	overflow_adj	
unstaid	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		UNSTT	2	0	0	adj	999999	0	overflow_adj	
unsung	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		UNSNK	2	0	0	adj	999999	0	overflow_adj	
unsunny	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		UNSN	2	0	0	adj	999999	0	overflow_adj	
unsure	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		UNSR	2	0	0	adj	999999	0	overflow_adj	
unsweet	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		UNSWT	2	0	0	adj	999999	0	overflow_adj	
unswept	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		UNSWPT	2	0	0	adj	999999	0	overflow_adj	
unsworn	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		UNSWRN	2	0	0	adj	999999	0	overflow_adj	
untame	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		UNTM	2	0	0	adj	999999	0	overflow_adj	
untamed	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		UNTMT	2	0	0	adj	999999	0	overflow_adj	
untaxed	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		UNTKST	2	0	0	adj	999999	0	overflow_adj	
untidy	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		UNTT	2	0	0	adj	999999	0	overflow_adj	
untiled	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		UNTLT	2	0	0	adj	999999	0	overflow_adj	
untired	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		UNTRT	2	0	0	adj	999999	0	overflow_adj	
untold	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		UNTLT	2	0	0	adj	999999	0	overflow_adj	
untoned	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		UNTNT	2	0	0	adj	999999	0	overflow_adj	
untorn	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		UNTRN	2	0	0	adj	999999	0	overflow_adj	
untrod	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		UNTRT	2	0	0	adj	999999	0	overflow_adj	
untrue	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		UNTR	2	0	0	adj	999999	0	overflow_adj	
unurged	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		UNRJT	2	0	0	adj	999999	0	overflow_adj	
unused	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		UNST	2	0	0	adj	999999	0	overflow_adj	
unvexed	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		UNFKST	2	0	0	adj	999999	0	overflow_adj	
unvital	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		UNFTL	2	0	0	adj	999999	0	overflow_adj	
unvocal	7	1	0	0	0	0	1	0	eff,english_alpha,simple_adjectives	1	0		UNFKL	2	0	0	adj	999999	0	overflow_adj	
unwaked	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		UNWKT	2	0	0	adj	999999	0	overflow_adj	
unwary	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		UNWR	2	0	0	adj	999999	0	overflow_adj	
unwell	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		UNWL	2	0	0	adj	999999	0	overflow_adj	
unwept	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		UNWPT	2	0	0	adj	999999	0	overflow_adj	
unwet	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		UNWT	2	0	0	adj	999999	0	overflow_adj	
unwiped	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		UNWPT	2	0	0	adj	999999	0	overflow_adj	
unwired	7	1	0	0	0	0	1	0	eff,english_alpha,simple_adjectives	1	0		UNWRT	2	0	0	adj	999999	0	overflow_adj	
unwise	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		UNWS	2	0	0	adj	999999	0	overflow_adj	
unwitty	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		UNWT	2	0	0	adj	999999	0	overflow_adj	
unwon	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		UNWN	2	0	0	adj	999999	0	overflow_adj	
unwooed	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		UNWT	2	0	0	adj	999999	0	overflow_adj	
unworn	6	1	0	0	0	0	1	0	eff,english_alpha,simple_adjectives	1	0		UNWRN	2	0	0	adj	999999	0	overflow_adj	
unwound	7	1	0	0	0	0	1	0	eff,english_alpha,simple_adjectives	1	0		UNWNT	2	0	0	adj	999999	0	overflow_adj	
unwoven	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		UNWFN	2	0	0	adj	999999	0	overflow_adj	
unwrung	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		UNRNK	2	0	0	adj	999999	0	overflow_adj	
upbound	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		UPBNT	2	0	0	adj	999999	0	overflow_adj	
upended	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		UPNTT	2	0	0	adj	999999	0	overflow_adj	
upfront	7	1	0	0	1	0	0	0	eff	1	0		UPFRNT	2	0	0	adj	999999	0	overflow_adj	
upmost	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		UPMST	2	0	0	adj	999999	0	overflow_adj	
uppish	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		UPX	2	0	0	adj	999999	0	overflow_adj	
uppity	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		UPT	2	0	0	adj	999999	0	overflow_adj	
upriver	7	1	0	0	0	0	1	0	eff,english_alpha,simple_adjectives	1	0		UPRFR	2	0	0	adj	999999	0	overflow_adj	
upscale	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		UPSKL	2	0	0	adj	999999	0	overflow_adj	
upstair	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		UPSTR	2	0	0	adj	999999	0	overflow_adj	
upstart	7	1	1	0	1	1	1	0	eff,english_alpha,simple_adjectives	1	0		UPSTRT	2	0	-2	adj	999999	0	overflow_adj	
upstate	7	1	0	0	0	0	1	0	eff,english_alpha,simple_adjectives	1	0		UPSTT	2	0	0	adj	999999	0	overflow_adj	
uptight	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		UPTT	2	0	0	adj	999999	0	overflow_adj	
upward	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		UPWRT	2	0	0	adj	999999	0	overflow_adj	
upwind	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		UPWNT	2	0	0	adj	999999	0	overflow_adj	
uraemia	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		URM	2	0	-2	adj	999999	0	overflow_adj	
uralian	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		URLN	2	0	0	adj	999999	0	overflow_adj	
uranian	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		URNN	2	0	0	adj	999999	0	overflow_adj	
uranic	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		URNK	2	0	0	adj	999999	0	overflow_adj	
uranous	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		URNS	2	0	0	adj	999999	0	overflow_adj	
urbane	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		URBN	2	0	0	adj	999999	0	overflow_adj	
urdy	4	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		URT	2	0	0	adj	999999	0	overflow_adj	
uretic	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		URTK	2	0	0	adj	999999	0	overflow_adj	
urinant	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		URNNT	2	0	0	adj	999999	0	overflow_adj	
usable	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		USBL	2	0	0	adj	999999	0	overflow_adj	
useless	7	1	0	0	1	0	1	0	bip39,english_alpha,simple_adjectives	1	0		USLS	2	0	0	adj	999999	0	overflow_adj	
usurped	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		USRPT	2	0	0	adj	999999	0	overflow_adj	
utile	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		UTL	2	0	0	adj	999999	0	overflow_adj	
utmost	6	1	1	0	1	1	1	0	eff,english_alpha,simple_adjectives	1	0		UTMST	2	0	-2	adj	999999	0	overflow_adj	
utter	5	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives,wordle_answers	1	0		UTR	2	0	0	adj	999999	0	overflow_adj	
uttered	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		UTRT	2	0	0	adj	999999	0	overflow_adj	
uxorial	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		UKSRL	2	0	0	adj	999999	0	overflow_adj	
vacant	6	1	0	0	1	0	1	0	bip39,eff,english_alpha,simple_adjectives	1	0		FKNT	2	0	0	adj	999999	0	overflow_adj	
vacuous	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FKS	2	0	0	adj	999999	0	overflow_adj	
vadose	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FTS	2	0	0	adj	999999	0	overflow_adj	
vagile	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FJL	2	0	0	adj	999999	0	overflow_adj	
vagrom	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FKRM	2	0	0	adj	999999	0	overflow_adj	
vague	5	1	0	0	1	0	1	0	bip39,english_alpha,simple_adjectives,wordle_answers	1	0		FK	2	0	0	adj	999999	0	overflow_adj	
valgus	6	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		FLKS	2	0	-2	adj	999999	0	overflow_adj	
valiant	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		FLNT	2	0	0	adj	999999	0	overflow_adj	
valval	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FLFL	2	0	0	adj	999999	0	overflow_adj	
valvar	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FLFR	2	0	0	adj	999999	0	overflow_adj	
valvate	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FLFT	2	0	0	adj	999999	0	overflow_adj	
vanadic	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FNTK	2	0	0	adj	999999	0	overflow_adj	
vaned	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		FNT	2	0	0	adj	999999	0	overflow_adj	
vanward	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FNWRT	2	0	0	adj	999999	0	overflow_adj	
vapid	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		FPT	2	0	0	adj	999999	0	overflow_adj	
vapory	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FPR	2	0	0	adj	999999	0	overflow_adj	
variant	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		FRNT	2	0	-2	adj	999999	0	overflow_adj	
varus	5	1	1	0	0	1	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		FRS	2	0	-2	adj	999999	0	overflow_adj	
vatic	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		FTK	2	0	0	adj	999999	0	overflow_adj	
vaulted	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FLTT	2	0	0	adj	999999	0	overflow_adj	
vaunted	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FNTT	2	0	0	adj	999999	0	overflow_adj	
vaunty	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FNT	2	0	0	adj	999999	0	overflow_adj	
veddoid	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FTT	2	0	0	adj	999999	0	overflow_adj	
vegetal	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FJTL	2	0	0	adj	999999	0	overflow_adj	
veiled	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FLT	2	0	0	adj	999999	0	overflow_adj	
veined	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FNT	2	0	0	adj	999999	0	overflow_adj	
veinier	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FNR	2	0	0	adj	999999	0	overflow_adj	
veiny	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		FN	2	0	0	adj	999999	0	overflow_adj	
velar	5	1	1	0	1	1	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		FLR	2	0	-2	adj	999999	0	overflow_adj	
velate	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FLT	2	0	0	adj	999999	0	overflow_adj	
veloce	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FLS	2	0	0	adj	999999	0	overflow_adj	
velvety	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FLFT	2	0	0	adj	999999	0	overflow_adj	
venal	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		FNL	2	0	0	adj	999999	0	overflow_adj	
venatic	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FNTK	2	0	0	adj	999999	0	overflow_adj	
vendean	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FNTN	2	0	0	adj	999999	0	overflow_adj	
venomed	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FNMT	2	0	0	adj	999999	0	overflow_adj	
venose	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FNS	2	0	0	adj	999999	0	overflow_adj	
vented	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FNTT	2	0	0	adj	999999	0	overflow_adj	
ventose	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		FNTS	2	0	-2	adj	999999	0	overflow_adj	
ventral	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FNTRL	2	0	0	adj	999999	0	overflow_adj	
verbose	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		FRBS	2	0	0	adj	999999	0	overflow_adj	
verdant	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FRTNT	2	0	0	adj	999999	0	overflow_adj	
verism	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FRSM	2	0	0	adj	999999	0	overflow_adj	
verist	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FRST	2	0	0	adj	999999	0	overflow_adj	
vernal	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FRNL	2	0	0	adj	999999	0	overflow_adj	
vespine	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FSPN	2	0	0	adj	999999	0	overflow_adj	
vested	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FSTT	2	0	0	adj	999999	0	overflow_adj	
vestral	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FSTRL	2	0	0	adj	999999	0	overflow_adj	
vexed	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		FKST	2	0	0	adj	999999	0	overflow_adj	
vexing	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FKSNK	2	0	0	adj	999999	0	overflow_adj	
viewier	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FWR	2	0	0	adj	999999	0	overflow_adj	
viewy	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		F	2	0	0	adj	999999	0	overflow_adj	
vile	4	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FL	2	0	0	adj	999999	0	overflow_adj	
villose	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FLS	2	0	0	adj	999999	0	overflow_adj	
villous	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FLS	2	0	0	adj	999999	0	overflow_adj	
violate	7	1	0	0	0	0	1	0	eff,english_alpha,simple_adjectives	1	0		FLT	2	0	0	adj	999999	0	overflow_adj	
virgate	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FRKT	2	0	0	adj	999999	0	overflow_adj	
virile	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FRL	2	0	0	adj	999999	0	overflow_adj	
visaged	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FSJT	2	0	0	adj	999999	0	overflow_adj	
viscid	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FSST	2	0	0	adj	999999	0	overflow_adj	
viscous	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		FSKS	2	0	0	adj	999999	0	overflow_adj	
visored	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FSRT	2	0	0	adj	999999	0	overflow_adj	
vitreum	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FTRM	2	0	0	adj	999999	0	overflow_adj	
vitric	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FTRK	2	0	0	adj	999999	0	overflow_adj	
vivace	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FFS	2	0	0	adj	999999	0	overflow_adj	
vivo	4	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FF	2	0	0	adj	999999	0	overflow_adj	
vixenly	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FKSNL	2	0	0	adj	999999	0	overflow_adj	
vocalic	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FKLK	2	0	0	adj	999999	0	overflow_adj	
vogie	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		FJ	2	0	0	adj	999999	0	overflow_adj	
voguish	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FKX	2	0	0	adj	999999	0	overflow_adj	
voiced	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FST	2	0	0	adj	999999	0	overflow_adj	
voided	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FTT	2	0	0	adj	999999	0	overflow_adj	
volant	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FLNT	2	0	0	adj	999999	0	overflow_adj	
voluble	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FLBL	2	0	0	adj	999999	0	overflow_adj	
volumed	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FLMT	2	0	0	adj	999999	0	overflow_adj	
vorant	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FRNT	2	0	0	adj	999999	0	overflow_adj	
votive	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FTF	2	0	0	adj	999999	0	overflow_adj	
vulgar	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		FLKR	2	0	0	adj	999999	0	overflow_adj	
vulned	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		FLNT	2	0	0	adj	999999	0	overflow_adj	
vying	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		FYNK	2	0	0	adj	999999	0	overflow_adj	
wacky	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		WK	2	0	0	adj	999999	0	overflow_adj	
wafd	4	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		WFT	2	0	0	adj	999999	0	overflow_adj	
wafery	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		WFR	2	0	0	adj	999999	0	overflow_adj	
waggish	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WJX	2	0	0	adj	999999	0	overflow_adj	
waggly	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		WKL	2	0	0	adj	999999	0	overflow_adj	
wailful	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WLFL	2	0	0	adj	999999	0	overflow_adj	
wailing	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		WLNK	2	0	-2	adj	999999	0	overflow_adj	
wakeful	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WKFL	2	0	0	adj	999999	0	overflow_adj	
waking	6	1	1	0	1	1	1	0	eff,english_alpha,simple_adjectives	1	0		WKNK	2	0	-2	adj	999999	0	overflow_adj	
walled	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		WLT	2	0	0	adj	999999	0	overflow_adj	
wambly	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		WMBL	2	0	0	adj	999999	0	overflow_adj	
wandle	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		WNTL	2	0	0	adj	999999	0	overflow_adj	
waney	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		WN	2	0	0	adj	999999	0	overflow_adj	
waning	6	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		WNNK	2	0	-2	adj	999999	0	overflow_adj	
wannish	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		WNX	2	0	0	adj	999999	0	overflow_adj	
warded	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		WRTT	2	0	0	adj	999999	0	overflow_adj	
warlike	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WRLK	2	0	0	adj	999999	0	overflow_adj	
warmed	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WRMT	2	0	0	adj	999999	0	overflow_adj	
warmish	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		WRMX	2	0	0	adj	999999	0	overflow_adj	
warring	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WRNK	2	0	0	adj	999999	0	overflow_adj	
warty	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		WRT	2	0	0	adj	999999	0	overflow_adj	
wary	4	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WR	2	0	0	adj	999999	0	overflow_adj	
washed	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		WXT	2	0	0	adj	999999	0	overflow_adj	
waspier	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		WSPR	2	0	0	adj	999999	0	overflow_adj	
waspish	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WSPX	2	0	0	adj	999999	0	overflow_adj	
wasting	7	1	1	0	0	1	1	0	eff,english_alpha,simple_adjectives	1	0		WSTNK	2	0	-2	adj	999999	0	overflow_adj	
watered	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WTRT	2	0	0	adj	999999	0	overflow_adj	
watery	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WTR	2	0	0	adj	999999	0	overflow_adj	
waur	4	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		WR	2	0	0	adj	999999	0	overflow_adj	
waved	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		WFT	2	0	0	adj	999999	0	overflow_adj	
waving	6	1	1	0	0	1	1	0	eff,english_alpha,simple_adjectives	1	0		WFNK	2	0	-2	adj	999999	0	overflow_adj	
wavy	4	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		WF	2	0	0	adj	999999	0	overflow_adj	
waxed	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		WKST	2	0	0	adj	999999	0	overflow_adj	
waxen	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		WKSN	2	0	0	adj	999999	0	overflow_adj	
waxing	6	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		WKSNK	2	0	-2	adj	999999	0	overflow_adj	
waxy	4	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WKS	2	0	0	adj	999999	0	overflow_adj	
wayless	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		WLS	2	0	0	adj	999999	0	overflow_adj	
wayward	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WWRT	2	0	0	adj	999999	0	overflow_adj	
wayworn	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		WWRN	2	0	0	adj	999999	0	overflow_adj	
weakly	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WKL	2	0	0	adj	999999	0	overflow_adj	
wealthy	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WL0	2	0	0	adj	999999	0	overflow_adj	
weaned	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WNT	2	0	0	adj	999999	0	overflow_adj	
wearied	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WRT	2	0	0	adj	999999	0	overflow_adj	
wearish	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		WRX	2	0	0	adj	999999	0	overflow_adj	
webbed	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WBT	2	0	0	adj	999999	0	overflow_adj	
webby	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		WB	2	0	0	adj	999999	0	overflow_adj	
wedded	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WTT	2	0	0	adj	999999	0	overflow_adj	
wedged	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WJT	2	0	0	adj	999999	0	overflow_adj	
wedgy	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		WJ	2	0	0	adj	999999	0	overflow_adj	
weedy	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		WT	2	0	0	adj	999999	0	overflow_adj	
weekday	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		WKT	2	0	-2	adj	999999	0	overflow_adj	
weeny	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		WN	2	0	0	adj	999999	0	overflow_adj	
weeping	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		WPNK	2	0	-2	adj	999999	0	overflow_adj	
weepy	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		WP	2	0	0	adj	999999	0	overflow_adj	
weer	4	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WR	2	0	0	adj	999999	0	overflow_adj	
weest	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		WST	2	0	0	adj	999999	0	overflow_adj	
weighty	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		WT	2	0	0	adj	999999	0	overflow_adj	
